time_s,temperature,heart_rate,spo2,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3014.15,36.911,70.76,97.83,0.0571,-0.0638,1.0154,-0.673,-0.357,-0.342
3014.2,36.949,71.83,97.87,0.0154,-0.0423,1.0013,0.38,-1.035,1.257
3014.25,36.93,71.57,97.84,0.0035,-0.0163,1.0139,-0.051,0.443,0.682
3014.3,36.93,71.45,97.85,-0.0664,0.0309,1.0474,0.076,0.832,0.63
3014.35,36.931,71.03,97.85,-0.0353,0.0181,1.0493,2.172,0.773,-0.08
3014.4,36.923,70.5,97.84,-0.0229,0.0536,0.9966,1.807,0.616,0.217
3014.45,36.932,71.38,97.87,0.0169,0.0468,0.9587,1.648,0.247,-0.093
3014.5,36.933,72.48,97.85,0.0515,0.0479,0.9845,0.444,1.249,-0.659
3014.55,36.941,69.79,97.92,0.0234,0.0747,0.9848,-0.428,-0.178,-0.381
3014.6,36.931,71.47,97.87,0.0623,0.0495,1.0137,0.17,-0.439,-0.084
3014.65,36.912,70.37,97.9,-0.0037,-0.0244,0.9515,0.481,0.278,-0.979
3014.7,36.923,71.14,97.91,-0.0202,-0.07,0.9202,0.409,0.169,-0.659
3014.75,36.947,70.23,97.9,0.0155,-0.0139,0.9648,0.443,-0.692,0.37
3014.8,36.928,70.97,97.96,0.0047,0.0054,0.9921,-0.235,-0.954,-1.48
3014.85,36.942,71.15,97.95,-0.0161,-0.0103,1.0104,-0.846,-0.36,0.545
3014.9,36.929,70.48,97.92,-0.1076,-0.049,0.9723,-0.837,-1.372,-0.624
3014.95,36.944,70.59,97.94,-0.0977,-0.0275,1.0057,-1.386,0.216,-0.408
3015.0,36.937,70.36,97.94,-0.0443,0.0027,0.9674,-0.7,0.149,-0.352
3015.05,36.922,69.76,97.91,-0.0201,0.054,1.0329,0.381,1.004,-0.023
3015.1,36.924,69.97,97.97,0.02,0.0286,1.0107,0.143,1.772,-0.945
3015.15,36.921,70.19,97.98,0.032,-0.0568,1.0263,1.268,2.5,0.287
3015.2,36.945,70.47,98.0,-0.0088,-0.0324,0.995,0.818,1.454,0.07
3015.25,36.924,69.44,97.95,-0.019,0.0041,1.0026,0.689,0.619,-0.856
3015.3,36.932,69.86,97.88,-0.028,-0.0244,1.0188,0.382,0.724,-0.948
3015.35,36.935,69.36,97.86,-0.0458,-0.0418,1.024,-0.869,-1.13,-0.438
3015.4,36.938,69.76,97.93,0.0398,0.0146,1.0208,0.057,0.393,-0.073
3015.45,36.931,69.72,97.92,0.0367,0.0166,1.0327,-0.438,-0.145,-0.046
3015.5,36.92,69.22,97.9,0.0231,0.0215,1.0218,-0.496,0.578,0.23
3015.55,36.924,69.42,97.85,-0.0338,-0.0035,1.0229,-0.629,0.09,0.869
3015.6,36.926,68.4,97.89,-0.0064,-0.0392,1.0166,-0.612,-1.157,0.514
3015.65,36.91,69.36,97.91,0.0034,-0.0232,1.0217,-0.984,-0.767,0.166
3015.7,36.94,69.22,97.84,-0.0427,-0.0017,1.0416,-0.892,-1.076,0.102
3015.75,36.941,69.5,97.87,0.0024,0.0236,1.0744,-0.667,-1.646,0.215
3015.8,36.925,68.02,97.8,0.0125,0.0201,1.0404,-1.042,-1.977,-0.51
3015.85,36.949,68.86,97.85,-0.0515,0.005,0.9866,-0.937,-1.863,0.988
3015.9,36.935,68.28,97.83,-0.0513,-0.0381,0.9553,-1.217,-0.968,0.443
3015.95,36.945,68.28,97.85,-0.0384,-0.0302,0.9912,-1.573,-0.945,-0.344
3016.0,36.944,67.85,97.82,-0.0229,-0.0341,0.9624,-0.437,-0.223,-0.313
3016.05,36.935,68.98,97.81,-0.0267,-0.0162,0.9297,-0.605,1.066,-0.74
3016.1,36.916,68.56,97.78,0.0307,-0.0206,0.9535,-0.144,2.231,0.308
3016.15,36.938,68.92,97.76,0.0071,-0.0678,0.953,-0.465,1.307,-0.01
3016.2,36.941,68.94,97.79,0.0413,0.0324,1.0238,0.195,1.46,0.256
3016.25,36.93,69.11,97.74,0.0232,-0.0113,1.0095,0.264,1.328,-0.751
3016.3,36.938,69.24,97.72,0.0432,0.0549,0.9746,-0.513,1.636,-0.801
3016.35,36.936,69.61,97.73,0.0461,0.0348,1.021,0.387,1.757,-0.234
3016.4,36.927,68.96,97.71,0.0627,-0.0324,1.0245,0.788,1.2,-0.537
3016.45,36.935,68.86,97.67,0.0079,-0.0721,1.023,1.11,0.427,-0.082
3016.5,36.931,68.5,97.68,-0.0076,-0.0292,0.9818,1.002,-0.079,-0.079
3016.55,36.94,69.37,97.65,0.0056,0.0072,1.0576,0.575,-0.977,0.095
3016.6,36.93,68.77,97.72,0.0114,-0.0036,0.9989,0.982,-2.047,-0.333
3016.65,36.929,69.32,97.58,0.0547,0.0086,1.0498,0.274,-2.734,0.674
3016.7,36.92,70.28,97.63,0.0428,-0.0101,0.9958,-0.837,-0.502,0.102
3016.75,36.958,68.57,97.69,0.066,0.0205,0.9853,-0.802,-0.789,0.934
3016.8,36.931,68.82,97.65,0.042,0.0229,1.0095,-0.911,-0.052,0.713
3016.85,36.925,69.49,97.63,0.0389,0.051,0.9924,-0.586,-0.057,0.516
3016.9,36.942,68.94,97.69,0.0219,0.0104,1.007,-1.728,-0.58,0.37
3016.95,36.938,70.15,97.61,-0.0392,0.0375,0.9824,-0.457,-0.027,1.563
3017.0,36.941,69.1,97.64,-0.0744,0.0295,1.0115,-0.611,-1.003,0.227
3017.05,36.943,69.61,97.71,-0.086,-0.0137,0.9862,0.451,0.141,0.128
3017.1,36.947,69.91,97.65,0.0011,0.0096,1.053,-0.476,0.999,-0.095
3017.15,36.925,69.07,97.62,-0.0298,-0.0114,1.0123,-0.051,0.372,-0.419
3017.2,36.937,69.8,97.63,-0.0096,0.0002,1.0052,0.861,-0.187,-0.906
3017.25,36.92,70.5,97.67,0.0058,0.0117,1.0436,0.107,-0.405,-1.408
3017.3,36.933,70.1,97.7,-0.011,-0.0196,0.9997,0.437,-1.042,-1.224
3017.35,36.943,69.69,97.61,0.016,-0.0828,1.068,0.397,-0.743,-0.212
3017.4,36.927,70.25,97.7,-0.0143,-0.0846,1.0873,0.7,0.606,0.033
3017.45,36.958,68.78,97.72,-0.0249,0.0148,1.0454,-0.443,0.076,-0.787
3017.5,36.936,69.66,97.66,0.0477,0.0205,0.9854,0.766,1.21,-0.238
3017.55,36.918,69.21,97.71,0.0078,0.0105,0.997,-1.19,-0.003,0.507
3017.6,36.943,70.09,97.7,0.0112,0.0261,1.0072,-0.127,0.084,-0.469
3017.65,36.958,70.01,97.73,-0.0237,0.0542,0.9871,-0.942,-0.002,-1.371
3017.7,36.914,69.53,97.77,-0.0351,0.0252,0.9839,0.491,0.495,0.305
3017.75,36.943,70.49,97.68,-0.0318,0.044,0.953,0.555,-0.273,-0.007
3017.8,36.926,68.97,97.75,-0.0577,0.053,0.978,2.202,0.565,-0.17
3017.85,36.935,70.77,97.7,-0.0866,-0.0319,1.0,1.17,0.266,0.096
3017.9,36.923,70.45,97.74,-0.0261,0.0164,0.9754,1.712,0.082,1.275
3017.95,36.944,69.98,97.75,-0.0104,0.0261,0.9761,-0.371,-0.039,-0.571
3018.0,36.933,69.64,97.7,0.0281,0.0412,0.9703,-0.384,-0.193,-0.285
3018.05,36.948,69.75,97.77,0.0419,0.0147,0.9805,-0.925,-0.532,-0.331
3018.1,36.926,70.01,97.84,0.0024,0.0206,0.9402,0.253,-1.027,0.316
3018.15,36.934,69.5,97.82,-0.014,0.0019,0.9771,0.506,-0.961,1.064
3018.2,36.913,69.73,97.82,-0.0191,0.013,0.9648,1.27,-1.391,0.15
3018.25,36.962,69.93,97.85,-0.0488,0.0039,0.9883,0.671,-0.298,0.437
3018.3,36.955,70.02,97.8,-0.0095,0.0235,1.0022,1.737,-0.071,0.806
3018.35,36.958,70.37,97.88,-0.0262,-0.0027,0.9665,0.524,0.942,0.542
3018.4,36.951,70.4,97.81,-0.0241,-0.0362,0.9865,0.381,0.206,1.148
3018.45,36.93,69.59,97.9,-0.0128,0.0037,1.0291,1.216,0.671,-0.171
3018.5,36.935,68.8,97.89,-0.012,0.0441,1.0298,0.779,1.053,-0.174
3018.55,36.939,69.54,97.91,0.0231,0.0419,0.9992,1.701,0.962,0.979
3018.6,36.94,70.17,97.89,-0.0108,-0.03,0.9851,0.85,0.474,0.75
3018.65,36.925,69.42,97.85,-0.007,-0.0229,1.0135,-0.837,0.149,-0.027
3018.7,36.924,70.24,97.93,0.0166,0.0433,0.9977,-2.063,0.348,-1.184
3018.75,36.923,68.79,97.93,0.0189,0.0484,1.0225,-1.364,-0.183,-0.514
3018.8,36.932,69.57,97.92,0.0229,-0.0077,0.974,-0.611,-0.526,-0.297
3018.85,36.933,69.54,97.95,-0.0397,-0.0333,1.0116,-0.234,0.319,0.26
3018.9,36.931,70.15,97.88,-0.0061,-0.0381,1.0226,-0.403,-1.07,0.686
3018.95,36.938,69.28,97.95,0.0178,-0.0353,1.0256,1.253,0.471,-0.153
3019.0,36.922,69.44,97.93,0.0588,0.0174,1.0109,0.921,0.475,0.367
3019.05,36.927,69.53,97.97,-0.0026,0.0391,0.973,0.762,0.721,0.033
3019.1,36.928,68.61,97.94,0.0135,0.0345,1.0222,-0.182,-0.054,0.144
3019.15,36.944,68.82,97.92,0.0203,-0.0034,1.0373,0.791,-0.189,0.692
3019.2,36.938,69.25,97.95,-0.0131,-0.0276,1.0159,1.484,0.282,-0.002
3019.25,36.939,69.14,97.97,0.0485,-0.0153,0.9975,-0.355,-0.561,0.268
3019.3,36.926,68.87,97.91,0.0188,0.0117,0.9739,-1.279,-0.342,0.733
3019.35,36.936,69.19,97.94,-0.0096,-0.0027,1.0059,-0.42,-0.924,-0.492
3019.4,36.928,69.03,97.91,-0.0111,-0.0295,1.0492,-1.165,-1.108,-0.33
3019.45,36.928,69.4,97.94,0.0395,-0.0272,1.0825,0.418,0.673,1.035
3019.5,36.94,68.62,97.93,0.0808,-0.0199,1.0567,1.459,0.195,-0.381
3019.55,36.929,69.01,97.89,0.0352,-0.0073,1.0334,0.398,0.432,0.447
3019.6,36.935,68.64,97.9,0.026,-0.0458,1.0117,0.862,0.461,-0.002
3019.65,36.933,68.54,97.87,-0.0559,-0.068,1.0453,0.065,0.868,-0.182
3019.7,36.924,69.41,97.89,-0.0045,-0.0063,1.0029,0.334,0.375,0.863
3019.75,36.93,69.21,97.85,0.0465,-0.0149,1.0065,-1.182,0.634,-0.802
3019.8,36.93,68.76,97.81,0.0197,0.0502,1.0119,-1.017,-0.263,-0.502
3019.85,36.932,68.4,97.8,-0.0239,-0.0009,1.019,-0.257,-0.911,-0.504
3019.9,36.918,69.3,97.82,-0.0053,0.0195,0.9982,0.555,-1.328,-0.249
3019.95,36.929,69.52,97.85,-0.0234,0.0072,0.9845,1.542,-0.296,1.039
3020.0,36.945,67.86,97.78,-0.0301,0.0192,0.9728,1.668,0.636,0.327
3020.05,36.94,68.24,97.78,0.0517,-0.0354,1.0039,0.072,1.684,0.275
3020.1,36.932,68.24,97.79,0.0462,-0.0052,1.0457,-0.37,0.896,0.686
3020.15,36.924,68.37,97.73,0.0591,-0.0047,1.0318,-0.362,1.55,-0.771
3020.2,36.937,68.26,97.79,0.0262,-0.0007,0.9943,-0.748,2.596,-0.861
3020.25,36.945,68.35,97.77,0.0433,-0.0292,0.9661,-1.845,1.367,0.071
3020.3,36.951,68.73,97.76,0.0539,-0.0326,0.9786,-2.268,0.712,-1.17
3020.35,36.931,68.22,97.72,-0.0342,0.0059,1.0502,-1.802,-0.412,-1.248
3020.4,36.925,68.13,97.69,-0.0411,0.0075,1.0358,-0.623,-0.97,-1.508
3020.45,36.941,68.26,97.67,-0.0623,-0.0177,1.026,1.342,-0.352,-0.594
3020.5,36.939,68.42,97.67,-0.0367,-0.0387,1.0015,0.468,0.084,-1.394
3020.55,36.936,68.33,97.64,-0.0393,-0.0223,1.066,0.669,0.429,-0.963
3020.6,36.929,68.41,97.62,-0.0151,0.0499,0.9751,0.735,0.341,0.445
3020.65,36.923,68.22,97.66,0.0187,0.1052,0.9745,0.134,-0.716,-0.33
3020.7,36.942,67.94,97.65,-0.008,0.0821,0.99,-0.116,0.018,0.062
3020.75,36.945,68.37,97.71,-0.0194,0.0059,1.0655,-0.663,0.796,-0.267
3020.8,36.932,67.43,97.57,-0.0254,0.024,1.0206,-0.996,0.776,0.693
3020.85,36.953,68.48,97.68,0.0246,0.0411,0.993,-0.204,1.008,-0.895
3020.9,36.938,68.65,97.66,-0.0282,-0.0056,1.0005,-0.522,0.599,-1.879
3020.95,36.934,67.66,97.63,-0.0545,-0.0566,1.0352,-0.112,0.449,-0.434
3021.0,36.924,68.67,97.65,0.0037,-0.073,1.0383,-1.075,-0.436,-0.11
3021.05,36.919,68.94,97.68,0.0103,-0.053,0.9821,-1.161,-0.289,0.436
3021.1,36.931,67.79,97.6,-0.0194,0.0441,1.0141,-0.958,-1.447,0.14
3021.15,36.939,68.37,97.6,-0.0128,0.0162,0.9851,-1.623,-0.88,1.711
3021.2,36.959,68.06,97.65,0.0133,-0.0283,1.0063,-0.33,-0.856,1.29
3021.25,36.936,68.19,97.65,-0.0004,0.0066,1.0333,-0.369,-1.196,0.216
3021.3,36.942,68.04,97.67,0.0419,-0.0337,1.0275,-0.083,-1.503,0.869
3021.35,36.927,67.71,97.63,0.017,0.0322,1.0039,0.146,-0.112,0.878
3021.4,36.938,69.08,97.66,0.065,0.0383,0.9865,-0.757,-0.233,-0.038
3021.45,36.936,68.37,97.64,0.0513,0.0243,1.031,-1.983,0.406,0.815
3021.5,36.926,68.5,97.64,0.0315,-0.0407,1.0578,-1.526,0.148,1.127
3021.55,36.949,68.83,97.66,0.0134,-0.0875,0.9763,-1.457,0.802,1.42
3021.6,36.934,68.79,97.65,0.0457,-0.0756,0.9884,-0.976,0.489,1.118
3021.65,36.947,68.33,97.63,-0.0099,-0.048,0.9828,-0.582,-0.756,1.234
3021.7,36.936,68.39,97.68,-0.0274,0.0226,0.9913,0.918,-0.843,1.781
3021.75,36.932,68.54,97.67,-0.0705,-0.0078,0.9855,0.906,-0.692,1.259
3021.8,36.928,69.25,97.7,-0.0659,0.0022,0.9967,0.437,-0.813,1.123
3021.85,36.932,68.56,97.69,-0.0427,-0.0024,0.9944,-0.208,-0.226,0.609
3021.9,36.95,68.53,97.71,-0.0276,0.0445,1.0354,-0.04,-0.01,-0.563
3021.95,36.927,68.58,97.76,-0.0656,0.0334,1.0057,-0.062,0.083,0.936
3022.0,36.942,68.94,97.77,0.012,0.0093,0.9715,0.086,-1.654,-0.507
3022.05,36.933,69.13,97.83,0.0591,-0.0011,0.9758,0.286,-0.94,-1.723
3022.1,36.942,70.36,97.77,0.0352,0.0439,0.9576,1.46,-0.822,0.336
3022.15,36.938,68.48,97.85,0.0326,-0.0236,0.9757,1.187,-1.254,-0.375
3022.2,36.922,68.54,97.82,0.0412,-0.0067,0.924,1.146,-1.169,-0.028
3022.25,36.937,69.92,97.79,0.0862,-0.047,0.9784,0.295,0.5,0.4
3022.3,36.957,68.07,97.86,0.1067,-0.0184,1.046,0.952,1.422,-0.175
3022.35,36.939,69.69,97.84,0.0351,-0.0092,1.0278,-0.282,1.041,0.604
3022.4,36.945,68.86,97.9,0.0203,-0.0218,1.0521,1.005,0.958,0.073
3022.45,36.939,69.17,97.92,-0.0351,0.0049,1.0288,-0.526,1.277,0.174
3022.5,36.943,69.18,97.86,-0.0362,0.0263,0.9748,0.56,1.297,0.645
3022.55,36.928,70.0,97.89,-0.0349,0.0365,0.9539,1.374,-0.286,-0.503
3022.6,36.934,69.1,97.84,-0.0093,0.043,0.9308,0.973,-0.468,-0.046
3022.65,36.944,69.67,97.85,0.0425,-0.023,0.9526,1.345,1.033,-0.707
3022.7,36.932,69.03,97.93,0.0102,-0.0124,0.9903,1.148,-0.816,0.032
3022.75,36.946,68.85,97.89,0.019,0.0161,0.9764,-0.103,-0.95,-0.142
3022.8,36.926,68.89,97.92,0.0134,-0.038,0.9969,-0.215,-0.446,-0.077
3022.85,36.936,68.95,97.92,-0.018,-0.0173,1.0479,0.403,-0.68,-0.571
3022.9,36.933,68.49,97.91,-0.0411,-0.0029,0.9675,-1.283,-1.363,-0.873
3022.95,36.962,68.96,97.9,-0.0024,-0.0284,0.9981,-1.13,-0.025,-0.97
3023.0,36.932,69.71,97.92,0.0162,0.022,0.9961,-0.785,0.398,-0.465
3023.05,36.94,69.37,97.93,0.0617,0.0234,0.9767,-0.568,0.313,-0.841
3023.1,36.916,68.91,97.92,-0.0346,0.0752,0.9806,-0.549,-0.811,-0.673
3023.15,36.924,69.06,97.92,-0.0737,0.0627,0.928,0.522,-0.791,-0.268
3023.2,36.939,68.61,97.91,-0.079,0.0134,0.9718,-0.127,-1.471,0.202
3023.25,36.933,68.75,97.91,0.0105,-0.026,0.9859,0.055,-0.58,-0.599
3023.3,36.933,68.81,97.93,0.0557,-0.0865,0.9806,-0.221,-0.698,0.237
3023.35,36.932,67.86,97.89,-0.012,-0.0634,1.0702,-0.167,0.329,0.356
3023.4,36.934,68.68,97.9,-0.0387,0.0559,1.0377,-0.258,1.044,-0.403
3023.45,36.918,68.58,97.89,-0.0381,0.0725,0.9808,-0.359,-0.395,-0.089
3023.5,36.935,67.92,97.85,-0.0059,0.0528,1.0328,-0.349,1.01,0.392
3023.55,36.933,67.9,97.9,-0.0079,0.0006,0.996,-0.294,0.465,-0.636
3023.6,36.946,68.54,97.91,0.0083,0.0207,0.9763,-0.288,-0.126,-0.07
3023.65,36.944,68.53,97.93,0.0039,0.0043,0.9807,1.221,0.663,-0.622
3023.7,36.907,67.66,97.86,-0.0419,0.0237,0.9685,1.2,0.611,-0.218
3023.75,36.928,68.07,97.89,-0.0611,0.03,1.0425,0.33,1.098,0.133
3023.8,36.954,68.41,97.89,-0.0162,0.0501,1.0652,0.607,0.042,-0.61
3023.85,36.945,67.67,97.83,-0.0017,0.057,1.044,-0.255,0.928,0.305
3023.9,36.94,66.85,97.8,0.0447,-0.0002,1.0299,-1.933,0.484,0.251
3023.95,36.93,67.16,97.83,-0.0231,-0.0155,0.9321,-1.54,0.489,0.593
3024.0,36.943,66.58,97.79,-0.0392,-0.0141,0.9716,-1.719,1.089,-0.876
3024.05,36.92,67.87,97.83,0.0774,-0.0017,1.0017,-1.518,1.349,0.22
3024.1,36.93,68.19,97.76,0.0808,-0.0139,0.9691,-0.556,1.873,0.275
3024.15,36.939,67.31,97.75,-0.031,-0.0201,0.9976,-0.016,0.48,-0.356
3024.2,36.942,66.61,97.74,-0.0383,-0.022,0.9351,-0.256,0.573,-0.416
3024.25,36.938,67.45,97.71,0.0174,0.0019,1.0173,0.04,-0.379,-0.289
3024.3,36.939,66.52,97.71,0.0168,0.0715,1.0425,-0.763,-1.382,0.698
3024.35,36.937,67.89,97.74,0.001,0.0086,1.0672,-0.847,-1.032,-0.133
3024.4,36.932,66.5,97.73,0.0032,-0.0161,1.012,-0.471,-1.007,-1.264
3024.45,36.949,66.98,97.65,0.0556,-0.0396,0.9938,-1.517,0.619,0.306
3024.5,36.954,67.34,97.67,0.0436,-0.014,0.9148,0.199,0.882,0.229
3024.55,36.935,66.98,97.71,0.0709,-0.0366,0.9582,0.929,0.348,-0.425
3024.6,36.924,66.02,97.64,-0.0344,-0.085,1.0096,0.983,-1.021,-0.311
3024.65,36.933,67.16,97.61,0.0155,-0.087,0.9995,0.824,-2.133,0.315
3024.7,36.936,66.55,97.65,0.0281,-0.0041,0.9859,1.54,-1.103,-0.125
3024.75,36.913,67.11,97.64,-0.0322,0.0382,0.9912,0.282,-0.792,-0.921
3024.8,36.949,66.42,97.64,-0.0267,0.0295,0.9877,-0.281,0.258,0.01
3024.85,36.929,67.2,97.66,0.0154,0.0388,1.0134,-1.427,0.377,-0.259
3024.9,36.927,67.47,97.65,0.0573,0.0518,0.9922,-1.783,0.636,0.102
3024.95,36.932,67.74,97.64,-0.018,0.0363,1.0008,-0.412,-0.23,0.065
3025.0,36.931,67.71,97.61,-0.0202,0.044,1.0417,-0.534,-1.262,1.143
3025.05,36.936,68.12,97.64,-0.0522,-0.006,1.0191,0.048,-0.853,0.157
3025.1,36.943,67.77,97.64,-0.0207,0.0052,1.0344,0.456,-1.12,-1.042
3025.15,36.948,67.4,97.62,-0.0116,0.0079,0.9751,-0.085,-1.42,0.358
3025.2,36.943,67.7,97.67,-0.0348,0.0159,0.9733,-0.321,-1.223,0.416
3025.25,36.926,68.1,97.6,0.018,-0.0089,0.9568,-0.1,0.182,0.232
3025.3,36.934,67.02,97.59,-0.0005,-0.0025,0.9993,-0.547,-0.202,1.577
3025.35,36.936,66.92,97.62,-0.0175,-0.02,1.0022,-0.07,-1.113,0.571
3025.4,36.938,68.17,97.64,0.0297,-0.0092,0.9829,0.062,-0.288,1.129
3025.45,36.94,69.17,97.64,0.0025,-0.0303,1.0437,0.332,-1.847,-1.006
3025.5,36.936,68.76,97.71,0.028,-0.0243,1.0253,-0.269,-2.026,-0.542
3025.55,36.935,68.14,97.7,-0.0148,-0.0024,0.9888,-0.178,-1.659,-0.156
3025.6,36.945,68.88,97.72,-0.0084,0.0369,1.0278,-0.397,0.315,-0.251
3025.65,36.934,68.32,97.72,0.0085,0.06,1.009,-0.197,0.75,0.63
3025.7,36.945,68.15,97.71,-0.0682,0.0151,0.9943,0.599,1.758,-0.014
3025.75,36.944,67.97,97.67,-0.0048,-0.0156,1.0058,-0.155,-0.312,-0.379
3025.8,36.95,68.63,97.67,-0.0086,-0.0259,0.968,-0.523,1.271,-0.366
3025.85,36.938,68.36,97.78,0.0381,0.0366,1.005,-0.902,0.946,-1.549
3025.9,36.95,69.24,97.73,0.0237,0.0223,1.0022,0.416,1.106,-1.026
3025.95,36.932,68.08,97.77,-0.0306,0.017,0.9947,0.904,-0.368,-0.789
3026.0,36.939,69.23,97.78,-0.0218,-0.0064,1.0322,0.998,-0.903,-0.002
3026.05,36.943,68.5,97.83,-0.0254,-0.0246,0.9358,2.138,-1.126,0.203
3026.1,36.925,69.04,97.8,-0.0052,-0.0351,0.9557,1.929,-0.252,0.583
3026.15,36.931,68.63,97.78,0.0215,-0.0323,0.9743,1.906,-0.83,1.161
3026.2,36.929,69.45,97.85,-0.0033,-0.0176,0.9894,1.022,0.295,-0.896
3026.25,36.935,68.83,97.8,-0.0586,0.0096,1.0181,0.426,0.027,0.551
3026.3,36.93,69.33,97.83,0.0109,-0.0146,0.9754,1.062,1.296,0.028
3026.35,36.936,69.05,97.84,0.0524,-0.0697,0.9096,0.157,0.037,0.503
3026.4,36.935,69.37,97.84,-0.0593,-0.0502,0.955,0.026,0.366,-0.03
3026.45,36.933,68.6,97.88,-0.0173,0.0501,0.9915,0.968,-0.057,-0.193
3026.5,36.937,69.52,97.92,-0.0236,0.1232,1.0386,0.59,-0.516,-0.328
3026.55,36.929,68.49,97.88,0.0329,0.0695,1.0163,0.201,-0.292,-0.358
3026.6,36.927,68.73,97.89,0.0625,0.0256,1.0041,-0.969,-0.54,-0.995
3026.65,36.923,68.57,97.87,0.0736,-0.0437,0.9979,0.519,-0.152,0.715
3026.7,36.917,68.91,97.89,0.0246,-0.028,0.9994,0.155,-0.087,-0.732
3026.75,36.929,69.18,97.88,0.0778,0.021,1.0006,-0.97,-0.354,0.253
3026.8,36.941,68.33,97.87,0.053,0.0101,1.0384,0.653,-0.127,-0.2
3026.85,36.933,68.75,97.88,0.0274,-0.0186,1.0388,1.198,-0.407,0.583
3026.9,36.935,67.63,97.94,0.0334,-0.0498,1.0095,0.504,-1.152,-0.032
3026.95,36.931,68.21,97.9,-0.0001,0.0168,1.0051,0.312,-0.945,-0.102
3027.0,36.955,68.78,97.94,-0.063,0.0047,1.021,-0.655,-1.337,0.639
3027.05,36.937,67.91,97.92,-0.0463,-0.0376,1.0423,-0.213,-0.731,-0.167
3027.1,36.93,67.95,97.93,-0.0041,-0.0611,1.0177,0.255,0.206,0.986
3027.15,36.925,68.21,97.92,0.0032,-0.0096,1.0282,1.487,-0.313,0.22
3027.2,36.952,67.29,97.94,-0.045,0.0185,0.9899,1.533,0.387,0.426
3027.25,36.921,68.5,97.94,-0.0734,0.0268,1.0299,1.227,-1.202,0.364
3027.3,36.927,67.23,97.9,-0.0115,-0.0296,0.998,1.097,0.709,0.78
3027.35,36.927,67.44,97.89,0.0168,-0.0139,0.9881,0.496,1.344,0.765
3027.4,36.935,66.35,97.92,0.0354,0.0272,1.0304,1.092,1.142,-0.231
3027.45,36.939,67.63,97.88,-0.0158,0.0525,1.0623,-0.03,1.427,0.706
3027.5,36.936,67.14,97.91,-0.0422,0.0337,1.0156,-0.078,2.01,0.302
3027.55,36.932,66.85,97.86,0.0001,-0.0637,0.9782,-1.738,1.548,0.898
3027.6,36.921,66.35,97.86,0.0311,-0.0096,0.9994,-0.957,0.303,-0.393
3027.65,36.954,67.76,97.86,0.0155,-0.0037,1.022,-1.348,0.009,-0.052
3027.7,36.938,66.98,97.88,-0.0405,0.0328,1.0442,-1.511,-1.172,-0.307
3027.75,36.941,67.53,97.84,-0.0261,0.0114,1.02,-1.468,0.759,-0.814
3027.8,36.928,66.77,97.82,0.0042,0.0052,1.0138,-0.795,0.21,0.117
3027.85,36.932,66.75,97.84,0.0024,0.0119,0.9692,-0.808,-0.386,-0.631
3027.9,36.947,66.7,97.79,0.0182,0.0344,0.985,-0.449,-0.813,-0.8
3027.95,36.913,66.24,97.81,0.0896,0.0488,0.9875,0.724,-0.951,0.058
3028.0,36.943,66.3,97.79,0.0289,0.0437,0.98,-0.558,-0.431,-0.049
3028.05,36.933,66.56,97.81,-0.0161,0.0291,0.9959,0.488,-1.246,-0.376
3028.1,36.939,67.43,97.75,-0.0583,-0.0162,1.0072,-0.233,0.632,-0.967
3028.15,36.952,65.42,97.75,-0.026,-0.0018,1.0059,0.781,-0.355,-0.213
3028.2,36.93,67.18,97.73,-0.0165,0.0173,0.9661,0.788,-0.018,-0.136
3028.25,36.908,66.1,97.72,0.0322,-0.0149,0.9759,0.395,-0.557,0.545
3028.3,36.924,66.56,97.74,-0.0114,0.0246,1.0133,0.008,1.298,0.254
3028.35,36.935,66.39,97.7,-0.022,0.0323,0.978,-0.397,0.327,0.83
3028.4,36.952,67.02,97.68,-0.0293,-0.018,0.9875,-1.016,0.539,0.049
3028.45,36.931,67.47,97.71,0.0091,-0.0521,0.9942,-0.762,-0.192,0.478
3028.5,36.951,67.15,97.65,0.0069,-0.025,0.9795,-1.078,-0.54,0.392
3028.55,36.912,66.44,97.66,-0.0146,0.094,1.0203,-0.6,-1.099,-0.57
3028.6,36.93,67.03,97.59,0.0011,0.061,1.0033,0.897,0.226,0.03
3028.65,36.946,67.4,97.64,-0.013,-0.0209,1.029,1.386,-0.476,-0.789
3028.7,36.945,67.21,97.63,0.0015,-0.0688,0.9884,0.189,0.008,-0.028
3028.75,36.916,67.48,97.62,-0.0131,-0.0029,1.0291,-0.618,-0.014,-0.11
3028.8,36.927,67.72,97.64,0.0177,0.0092,1.0143,-0.623,0.479,0.047
3028.85,36.934,66.99,97.61,-0.0142,-0.0105,0.991,-0.183,0.282,0.249
3028.9,36.929,67.32,97.62,-0.0779,-0.0027,0.9676,0.769,0.433,0.564
3028.95,36.947,67.58,97.64,-0.0563,-0.0049,0.9626,1.068,0.098,0.625
3029.0,36.935,67.85,97.64,-0.0199,-0.0432,0.9868,1.22,0.753,0.193
3029.05,36.921,67.59,97.61,-0.0143,-0.0342,1.0045,0.694,-0.59,0.325
3029.1,36.94,66.82,97.61,0.0126,-0.0356,0.9951,-0.119,-0.496,0.764
3029.15,36.94,67.66,97.59,-0.0892,-0.0261,0.9686,-1.151,-1.521,0.795
